filename;width;height;class;xmin;ymin;xmax;ymax
Sejong_2019_2_3-1.png;342;378;HR_building;322;353;341;377
Sejong_2019_2_3-1.png;342;378;HR_building;168;0;193;15
Sejong_2019_2_3-1.png;342;378;HR_building;198;0;218;15
Sejong_2019_2_3-1.png;342;378;HR_building;295;0;318;15
Sejong_2019_2_3-1.png;342;378;HR_building;302;7;325;35
Sejong_2019_2_3-1.png;342;378;HR_building;268;0;290;21
Sejong_2019_2_3-1.png;342;378;HR_building;241;2;268;21
Sejong_2019_2_3-1.png;342;378;HR_building;246;21;276;38
Sejong_2019_2_3-1.png;342;378;HR_building;157;3;175;25
Sejong_2019_2_3-1.png;342;378;HR_building;185;6;203;26
Sejong_2019_2_3-1.png;342;378;HR_building;138;14;163;31
Sejong_2019_2_3-1.png;342;378;HR_building;166;17;188;32
Sejong_2019_2_3-1.png;342;378;HR_building;194;19;218;34
Sejong_2019_2_3-1.png;342;378;HR_building;219;12;237;35
Sejong_2019_2_3-1.png;342;378;HR_building;28;33;45;50
Sejong_2019_2_3-1.png;342;378;HR_building;44;31;60;51
Sejong_2019_2_3-1.png;342;378;HR_building;25;61;41;76
Sejong_2019_2_3-1.png;342;378;HR_building;39;58;56;77
Sejong_2019_2_3-1.png;342;378;HR_building;25;85;46;104
Sejong_2019_2_3-1.png;342;378;HR_building;22;112;42;128
Sejong_2019_2_3-1.png;342;378;HR_building;43;101;65;122
Sejong_2019_2_3-1.png;342;378;HR_building;46;117;67;138
Sejong_2019_2_3-1.png;342;378;HR_building;21;129;41;145
Sejong_2019_2_3-1.png;342;378;HR_building;20;152;39;169
Sejong_2019_2_3-1.png;342;378;HR_building;49;148;72;169
Sejong_2019_2_3-1.png;342;378;HR_building;21;179;40;197
Sejong_2019_2_3-1.png;342;378;HR_building;53;166;75;188
Sejong_2019_2_3-1.png;342;378;HR_building;34;204;54;222
Sejong_2019_2_3-1.png;342;378;HR_building;55;199;78;221
Sejong_2019_2_3-1.png;342;378;HR_building;104;191;122;213
Sejong_2019_2_3-1.png;342;378;HR_building;141;83;161;106
Sejong_2019_2_3-1.png;342;378;HR_building;160;84;175;103
Sejong_2019_2_3-1.png;342;378;HR_building;146;104;164;126
Sejong_2019_2_3-1.png;342;378;HR_building;163;101;181;121
Sejong_2019_2_3-1.png;342;378;HR_building;149;124;169;147
Sejong_2019_2_3-1.png;342;378;HR_building;166;118;190;136
Sejong_2019_2_3-1.png;342;378;HR_building;153;143;172;170
Sejong_2019_2_3-1.png;342;378;HR_building;172;133;196;166
Sejong_2019_2_3-1.png;342;378;HR_building;196;125;214;145
Sejong_2019_2_3-1.png;342;378;HR_building;213;119;232;142
Sejong_2019_2_3-1.png;342;378;HR_building;232;115;251;135
Sejong_2019_2_3-1.png;342;378;HR_building;157;171;186;188
Sejong_2019_2_3-1.png;342;378;HR_building;187;165;218;190
Sejong_2019_2_3-1.png;342;378;HR_building;219;159;237;181
Sejong_2019_2_3-1.png;342;378;HR_building;236;156;255;178
Sejong_2019_2_3-1.png;342;378;HR_building;165;190;189;210
Sejong_2019_2_3-1.png;342;378;HR_building;202;197;223;219
Sejong_2019_2_3-1.png;342;378;HR_building;269;150;296;174
Sejong_2019_2_3-1.png;342;378;HR_building;279;183;302;202
Sejong_2019_2_3-1.png;342;378;HR_building;298;158;317;185
Sejong_2019_2_3-1.png;342;378;HR_building;322;184;341;215
Sejong_2019_2_3-1.png;342;378;HR_building;318;141;339;169
Sejong_2019_2_3-1.png;342;378;HR_building;317;112;341;132
Sejong_2019_2_3-1.png;342;378;HR_building;313;87;337;109
Sejong_2019_2_3-1.png;342;378;HR_building;305;64;323;83
Sejong_2019_2_3-1.png;342;378;HR_building;328;66;341;82
Sejong_2019_2_3-1.png;342;378;HR_building;301;45;320;65
Sejong_2019_2_3-1.png;342;378;HR_building;322;46;338;62
Sejong_2019_2_3-1.png;342;378;HR_building;31;225;49;248
Sejong_2019_2_3-1.png;342;378;HR_building;51;224;74;250
Sejong_2019_2_3-1.png;342;378;HR_building;37;251;55;270
Sejong_2019_2_3-1.png;342;378;HR_building;52;247;76;272
Sejong_2019_2_3-1.png;342;378;HR_building;55;277;76;304
Sejong_2019_2_3-1.png;342;378;HR_building;70;294;91;321
Sejong_2019_2_3-1.png;342;378;HR_building;89;309;108;326
Sejong_2019_2_3-1.png;342;378;HR_building;87;323;107;343
Sejong_2019_2_3-1.png;342;378;HR_building;99;219;117;238
Sejong_2019_2_3-1.png;342;378;HR_building;125;214;149;236
Sejong_2019_2_3-1.png;342;378;HR_building;97;248;116;268
Sejong_2019_2_3-1.png;342;378;HR_building;114;243;135;265
Sejong_2019_2_3-1.png;342;378;HR_building;138;238;162;264
Sejong_2019_2_3-1.png;342;378;HR_building;118;272;143;291
Sejong_2019_2_3-1.png;342;378;HR_building;144;268;167;284
Sejong_2019_2_3-1.png;342;378;HR_building;132;297;150;314
Sejong_2019_2_3-1.png;342;378;HR_building;160;290;181;306
Sejong_2019_2_3-1.png;342;378;HR_building;148;313;189;330
Sejong_2019_2_3-1.png;342;378;HR_building;175;207;198;230
Sejong_2019_2_3-1.png;342;378;HR_building;184;229;212;249
Sejong_2019_2_3-1.png;342;378;HR_building;212;218;232;240
Sejong_2019_2_3-1.png;342;378;HR_building;197;249;225;269
Sejong_2019_2_3-1.png;342;378;HR_building;227;245;246;268
Sejong_2019_2_3-1.png;342;378;HR_building;243;243;263;264
Sejong_2019_2_3-1.png;342;378;HR_building;284;207;308;229
Sejong_2019_2_3-1.png;342;378;HR_building;265;238;285;257
Sejong_2019_2_3-1.png;342;378;HR_building;206;273;236;290
Sejong_2019_2_3-1.png;342;378;HR_building;214;298;238;321
Sejong_2019_2_3-1.png;342;378;HR_building;237;291;258;315
Sejong_2019_2_3-1.png;342;378;HR_building;254;287;275;311
Sejong_2019_2_3-1.png;342;378;HR_building;265;255;286;277
Sejong_2019_2_3-1.png;342;378;HR_building;272;280;292;301
Sejong_2019_2_3-1.png;342;378;HR_building;274;298;295;322
Sejong_2019_2_3-1.png;342;378;HR_building;299;233;322;258
Sejong_2019_2_3-1.png;342;378;HR_building;319;229;336;251
Sejong_2019_2_3-1.png;342;378;HR_building;307;267;328;289
Sejong_2019_2_3-1.png;342;378;HR_building;327;263;341;286
Sejong_2019_2_3-1.png;342;378;HR_building;309;300;332;326
Sejong_2019_2_3-1.png;342;378;HR_building;329;300;341;322
