filename;width;height;class;xmin;ymin;xmax;ymax
Seoul_2015_2_19-13_603;640;640;HR_building;161;56;224;107
Seoul_2015_2_19-13_603;640;640;HR_building;195;109;248;151
Seoul_2015_2_19-13_603;640;640;HR_building;216;148;273;184
Seoul_2015_2_19-13_603;640;640;HR_building;217;49;285;93
Seoul_2015_2_19-13_603;640;640;HR_building;315;0;363;25
Seoul_2015_2_19-13_603;640;640;HR_building;242;80;317;137
Seoul_2015_2_19-13_603;640;640;HR_building;307;34;383;89
Seoul_2015_2_19-13_603;640;640;HR_building;377;0;426;24
Seoul_2015_2_19-13_603;640;640;HR_building;350;61;426;118
Seoul_2015_2_19-13_603;640;640;HR_building;383;27;461;66
Seoul_2015_2_19-13_603;640;640;HR_building;450;0;487;29
Seoul_2015_2_19-13_603;640;640;HR_building;439;47;502;107
Seoul_2015_2_19-13_603;640;640;HR_building;414;109;471;141
Seoul_2015_2_19-13_603;640;640;HR_building;386;140;442;173
Seoul_2015_2_19-13_603;640;640;HR_building;360;175;396;205
Seoul_2015_2_19-13_603;640;640;HR_building;270;191;339;239
Seoul_2015_2_19-13_603;640;640;HR_building;324;166;363;197
Seoul_2015_2_19-13_603;640;640;HR_building;323;205;395;274
Seoul_2015_2_19-13_603;640;640;HR_building;416;598;460;640
Seoul_2015_2_19-13_603;640;640;HR_building;491;554;583;609
Seoul_2015_2_19-13_603;640;640;HR_building;554;521;633;561
Seoul_2015_2_19-13_603;640;640;HR_building;596;472;640;523
