filename;width;height;class;xmin;ymin;xmax;ymax
Sejong_2019_1_0-5;640;640;HR_building;294;610;318;640
Sejong_2019_1_0-5;640;640;HR_building;318;599;339;631
Sejong_2019_1_0-5;640;640;HR_building;338;587;360;618
Sejong_2019_1_0-5;640;640;HR_building;358;573;381;603
Sejong_2019_1_0-5;640;640;HR_building;380;563;400;594
Sejong_2019_1_0-5;640;640;HR_building;320;640;345;640
Sejong_2019_1_0-5;640;640;HR_building;344;621;368;640
Sejong_2019_1_0-5;640;640;HR_building;372;603;395;628
Sejong_2019_1_0-5;640;640;HR_building;394;589;414;614
Sejong_2019_1_0-5;640;640;HR_building;420;542;443;570
Sejong_2019_1_0-5;640;640;HR_building;443;528;467;556
Sejong_2019_1_0-5;640;640;HR_building;469;514;491;547
Sejong_2019_1_0-5;640;640;HR_building;490;510;513;533
Sejong_2019_1_0-5;640;640;HR_building;434;566;450;584
Sejong_2019_1_0-5;640;640;HR_building;451;549;471;575
Sejong_2019_1_0-5;640;640;HR_building;479;535;500;562
Sejong_2019_1_0-5;640;640;HR_building;502;526;519;553
Sejong_2019_1_0-5;640;640;HR_building;387;620;411;640
Sejong_2019_1_0-5;640;640;HR_building;411;606;434;632
Sejong_2019_1_0-5;640;640;HR_building;419;625;456;640
Sejong_2019_1_0-5;640;640;HR_building;627;527;640;555
Sejong_2019_1_0-5;640;640;HR_building;596;536;624;570
Sejong_2019_1_0-5;640;640;HR_building;609;560;626;588
Sejong_2019_1_0-5;640;640;HR_building;615;571;640;603
Sejong_2019_1_0-5;640;640;HR_building;635;546;640;572
Sejong_2019_1_0-5;640;640;HR_building;522;594;549;621
Sejong_2019_1_0-5;640;640;HR_building;476;601;505;624
Sejong_2019_1_0-5;640;640;HR_building;497;616;521;640
Sejong_2019_1_0-5;640;640;HR_building;514;636;539;640
Sejong_2019_1_0-5;640;640;HR_building;538;618;559;640
Sejong_2019_1_0-5;640;640;HR_building;534;640;576;640
Sejong_2019_1_0-5;640;640;HR_building;576;624;598;640
Sejong_2019_1_0-5;640;640;HR_building;599;614;623;640
Sejong_2019_1_0-5;640;640;HR_building;625;602;640;621
Sejong_2019_1_0-5;640;640;HR_building;595;640;632;640
Sejong_2019_1_0-5;640;640;HR_building;631;618;640;638
Sejong_2019_1_0-5;640;640;HR_building;635;632;640;640
